T,AGF,Omega_peak,Total_Area
2.915000000000000000e+02,9.999983397019400755e-01,1.999983410559956321e+00,3.507473631597495842e+04
2.920000000000000000e+02,9.999973106156113678e-01,1.999983370899017787e+00,3.513489197839367989e+04
2.925000000000000000e+02,9.999992922872124046e-01,1.999983331441278489e+00,3.519504765250506898e+04
2.930000000000000000e+02,9.999937549323345554e-01,1.999983292185351313e+00,3.525520333824919362e+04
2.935000000000000000e+02,9.999980851633424317e-01,1.999983253129858474e+00,3.531535903556651465e+04
2.940000000000000000e+02,9.999981526661894105e-01,1.999983214273441501e+00,3.537551474439787125e+04
2.945000000000000000e+02,9.999991447933206379e-01,1.999983175614751030e+00,3.543567046468453918e+04
2.950000000000000000e+02,9.999955456251958807e-01,1.999983137152446355e+00,3.549582619636820164e+04
2.955000000000000000e+02,9.999975569747976412e-01,1.999983098885199873e+00,3.555598193939090561e+04
2.960000000000000000e+02,9.999989684606941376e-01,1.999983060811693525e+00,3.561613769369509828e+04
2.965000000000000000e+02,9.999988071286732838e-01,1.999983022930623688e+00,3.567629345922361972e+04
2.970000000000000000e+02,9.999973974293455692e-01,1.999982985240694955e+00,3.573644923591973929e+04
2.975000000000000000e+02,9.999964951856907813e-01,1.999982947740624128e+00,3.579660502372700284e+04
2.980000000000000000e+02,9.999993591150800887e-01,1.999982910429133343e+00,3.585676082258944371e+04
2.985000000000000000e+02,9.999982096616365501e-01,1.999982873304966491e+00,3.591691663245141535e+04
2.990000000000000000e+02,9.999987170065403053e-01,1.999982836366871908e+00,3.597707245325765689e+04
2.995000000000000000e+02,9.999950025326377334e-01,1.999982799613602591e+00,3.603722828495326394e+04
3.000000000000000000e+02,9.999992428482942231e-01,1.999982763043933742e+00,3.609738412748373230e+04
3.005000000000000000e+02,9.999975236746984075e-01,1.999982726656638787e+00,3.615753998079488520e+04
