T,AGF,Avg_Leakage,Unitary_Error
1.195000000000000000e+02,9.999959389355262962e-01,4.061044996145346531e-06,8.184066139449441835e-06
1.200000000000000000e+02,9.999996736547046572e-01,3.263452263979615964e-07,7.396216061827942667e-07
1.205000000000000000e+02,9.999939516783570292e-01,6.048284264703607249e-06,1.376703994004913056e-05
1.210000000000000000e+02,9.999874410555044113e-01,1.255883512832345339e-05,2.914458885805437660e-05
1.215000000000000000e+02,9.999953164766874902e-01,4.683497776492018261e-06,9.504700517637409973e-06
1.220000000000000000e+02,9.999991670786254616e-01,8.329211017288340457e-07,1.576176706263865412e-06
1.225000000000000000e+02,9.999960191674631682e-01,3.980817143811599124e-06,9.286219299076137190e-06
1.230000000000000000e+02,9.999871835326367142e-01,1.281631797844795528e-05,3.302189923659604176e-05
1.235000000000000000e+02,9.999945103642794431e-01,5.489606057340612466e-06,1.192044758924204473e-05
1.240000000000000000e+02,9.999985897037756422e-01,1.410295589698851160e-06,2.436637896785498469e-06
1.245000000000000000e+02,9.999977370606613070e-01,2.262934744867717285e-06,5.570708446978045458e-06
1.250000000000000000e+02,9.999875145960940293e-01,1.248525456068461104e-05,3.340733853907096318e-05
1.255000000000000000e+02,9.999935052476430775e-01,6.494720262345543560e-06,1.478070787253038532e-05
1.260000000000000000e+02,9.999980374071867351e-01,1.962591025084226004e-06,4.149071180625796273e-06
1.265000000000000000e+02,9.999989862977860522e-01,1.013701297514213451e-06,2.637586339782060918e-06
1.270000000000000000e+02,9.999884369858376143e-01,1.156289317424952223e-05,3.042460518409839665e-05
1.275000000000000000e+02,9.999923427333732295e-01,7.657235894908964724e-06,1.670076648396801033e-05
1.280000000000000000e+02,9.999975518718136058e-01,2.448124000381524112e-06,5.566346701457725032e-06
1.285000000000000000e+02,9.999997271839171642e-01,2.728160124476630699e-07,7.300605604498855428e-07
1.290000000000000000e+02,9.999898713248425164e-01,1.012858416324369237e-05,2.533201576149224366e-05
1.295000000000000000e+02,9.999911253234451403e-01,8.874649766177356014e-06,1.640084235587924155e-05
1.300000000000000000e+02,9.999971200180575170e-01,2.879974259989426244e-06,6.366398080381863167e-06
1.305000000000000000e+02,9.999999952862792529e-01,4.713720636040363843e-09,1.233530388944359402e-08
1.310000000000000000e+02,9.999916682967905368e-01,8.331637293551574786e-06,1.967959481730119364e-05
1.315000000000000000e+02,9.999899946398368433e-01,1.000532507763884915e-05,1.790853230754230196e-05
1.320000000000000000e+02,9.999966861387541428e-01,3.313848874753055895e-06,6.825036240831749978e-06
1.325000000000000000e+02,9.999998847614943731e-01,1.152384956348839751e-07,2.769396132418222578e-07
1.330000000000000000e+02,9.999936326138429976e-01,6.367344957042275766e-06,1.453068692014447549e-05
1.335000000000000000e+02,9.999891118790313893e-01,1.088805308768758806e-05,2.364620320671750875e-05
1.340000000000000000e+02,9.999961757657175321e-01,3.824216768921750997e-06,7.656420353274739909e-06
1.345000000000000000e+02,9.999995218016461962e-01,4.781982415047458801e-07,9.844874964137773077e-07
1.350000000000000000e+02,9.999955566682834363e-01,4.443311934804183849e-06,1.020700674514429807e-05
1.355000000000000000e+02,9.999886233614926345e-01,1.137653052468712289e-05,2.826194525973324545e-05
1.360000000000000000e+02,9.999955213032057921e-01,4.478675272839849342e-06,9.420887944755484966e-06
1.365000000000000000e+02,9.999990355198397074e-01,9.644798615038308043e-07,1.619055027379801004e-06
1.370000000000000000e+02,9.999972533466733315e-01,2.746646348861236930e-06,6.593743848704036736e-06
1.375000000000000000e+02,9.999886333821292883e-01,1.136649421798474613e-05,3.015201513967280533e-05
1.380000000000000000e+02,9.999946867345460566e-01,5.313241209281560629e-06,1.194306541596468207e-05
1.385000000000000000e+02,9.999985303467046061e-01,1.469652471025595375e-06,2.897344000274415521e-06
1.390000000000000000e+02,9.999985830485853544e-01,1.416949641647180513e-06,3.606046718451771937e-06
1.395000000000000000e+02,9.999891831389475794e-01,1.081675213046584538e-05,2.882714378271700184e-05
1.400000000000000000e+02,9.999936848106327769e-01,6.315164383818849814e-06,1.422143952867216399e-05
1.405000000000000000e+02,9.999980668369943260e-01,1.933160778844200678e-06,4.321704106358126296e-06
1.410000000000000000e+02,9.999994730881933691e-01,5.269115504469290556e-07,1.399932253454139186e-06
1.415000000000000000e+02,9.999902378618192866e-01,9.762053923584312898e-06,2.501835629420412488e-05
1.420000000000000000e+02,9.999925821820119243e-01,7.417795782532765614e-06,1.496686280288983539e-05
1.425000000000000000e+02,9.999976569366213486e-01,2.343058822684707110e-06,5.293108890080944207e-06
1.430000000000000000e+02,9.999999205614675812e-01,7.943852625702518822e-08,2.114309187728480310e-07
1.435000000000000000e+02,9.999916944571722865e-01,8.305479661657733104e-06,2.008373235917737532e-05
1.440000000000000000e+02,9.999914912382585896e-01,8.508738864265730228e-06,1.390302327197723287e-05
1.445000000000000000e+02,9.999972679829729483e-01,2.732009205891339221e-06,5.799944749029783964e-06
1.450000000000000000e+02,9.999999840875937185e-01,1.591240614273736753e-08,4.000804165738003348e-08
