t, Stokes_half_amp, Pump1_half_amp, Pump2_half_amp
6.790790790790791220e+01,2.382964669400994273e-02,3.667968976578409133e-06,-3.667968976578409133e-06
6.798798798798799226e+01,2.267973806879040877e-02,3.420060050242217340e-06,-3.420060050242217340e-06
6.806806806806807231e+01,2.150593809318288377e-02,3.188284339560065890e-06,-3.188284339560065890e-06
6.814814814814815236e+01,2.031666880132713959e-02,2.971634512938637334e-06,-2.971634512938637334e-06
6.822822822822823241e+01,1.912022664737665634e-02,2.769163341752285534e-06,-2.769163341752285534e-06
6.830830830830831246e+01,1.792468506182236590e-02,2.579980306150026684e-06,-2.579980306150026684e-06
6.838838838838839251e+01,1.673780143301769469e-02,2.403248374754514564e-06,-2.403248374754514564e-06
6.846846846846847257e+01,1.556693023563076803e-02,2.238180951616591338e-06,-2.238180951616591338e-06
6.854854854854855262e+01,1.441894390890489409e-02,2.084038983796759777e-06,-2.084038983796759777e-06
6.862862862862863267e+01,1.330016292739147517e-02,1.940128222955701297e-06,-1.940128222955701297e-06
6.870870870870871272e+01,1.221629630637050511e-02,1.805796634358699609e-06,-1.805796634358699609e-06
6.878878878878879277e+01,1.117239354890655831e-02,1.680431946740315357e-06,-1.680431946740315357e-06
6.886886886886887282e+01,1.017280877787718474e-02,1.563459336540902348e-06,-1.563459336540902348e-06
6.894894894894895288e+01,9.221177509996269714e-03,1.454339240118423922e-06,-1.454339240118423922e-06
6.902902902902903293e+01,8.320406228944358940e-03,1.352565287658699563e-06,-1.352565287658699563e-06
6.910910910910911298e+01,7.472674609904313148e-03,1.257662352654121255e-06,-1.257662352654121255e-06
6.918918918918919303e+01,6.679449947220725964e-03,1.169184710993182530e-06,-1.169184710993182530e-06
6.926926926926927308e+01,5.941513050727731740e-03,1.086714303897791410e-06,-1.086714303897791410e-06
6.934934934934935313e+01,5.258994613172370859e-03,1.009859099158416580e-06,-1.009859099158416580e-06
6.942942942942943318e+01,4.631420820207376651e-03,9.382515453445785816e-07,-9.382515453445785816e-07
6.950950950950951324e+01,4.057766783394852438e-03,8.715471139053636083e-07,-8.715471139053636083e-07
6.958958958958959329e+01,3.536516231345383354e-03,8.094229243173686044e-07,-8.094229243173686044e-07
6.966966966966967334e+01,3.065725799328324497e-03,7.515764476815358778e-07,-7.515764476815358778e-07
6.974974974974975339e+01,2.643092215858141355e-03,6.977242844122633292e-07,-6.977242844122633292e-07
6.982982982982983344e+01,2.266020696261097922e-03,6.476010118987734420e-07,-6.476010118987734420e-07
6.990990990990991349e+01,1.931692916307448148e-03,6.009580982476994182e-07,-6.009580982476994182e-07
6.998998998998999355e+01,1.637133049843177580e-03,5.575628784352203335e-07,-5.575628784352203335e-07
7.007007007007007360e+01,1.379270507272363586e-03,5.171975894057736097e-07,-5.171975894057736097e-07
7.015015015015015365e+01,1.154998199398654234e-03,4.796584608515342066e-07,-4.796584608515342066e-07
7.023023023023023370e+01,9.612253650293415110e-04,4.447548585923290305e-07,-4.447548585923290305e-07
7.031031031031031375e+01,7.949242315366197593e-04,4.123084776495128562e-07,-4.123084776495128562e-07
7.039039039039039380e+01,6.531700156355855005e-04,3.821525822699729186e-07,-3.821525822699729186e-07
7.047047047047047386e+01,1.422986300970639035e-03,3.541312903084180662e-07,-3.541312903084180662e-07
7.055055055055055391e+01,1.128950494739030651e-03,3.280988961863861047e-07,-3.280988961863861047e-07
7.063063063063063396e+01,6.274657133125950717e-12,3.039192515420986184e-07,-3.039192515420986184e-07
7.071071071071071401e+01,5.667456274580848879e-12,2.814651435935352052e-07,-2.814651435935352052e-07
7.079079079079079406e+01,5.117988713715496825e-12,2.606177528566273541e-07,-2.606177528566273541e-07
7.087087087087087411e+01,4.620866659733067090e-12,2.412661193807333088e-07,-2.412661193807333088e-07
7.095095095095095417e+01,4.171195224214780535e-12,2.233066462477363736e-07,-2.233066462477363736e-07
7.103103103103103422e+01,3.764528276811549098e-12,2.066426327893598980e-07,-2.066426327893598980e-07
7.111111111111111427e+01,3.396828165078027858e-12,1.911838358562906305e-07,-1.911838358562906305e-07
7.119119119119119432e+01,3.064428968479243863e-12,1.768460575587095386e-07,-1.768460575587095386e-07
7.127127127127127437e+01,2.764002984025438787e-12,1.635507579798911223e-07,-1.635507579798911223e-07
7.135135135135135442e+01,2.492530166204078610e-12,1.512246914427650293e-07,-1.512246914427650293e-07
7.143143143143143448e+01,2.247270267050865130e-12,1.397995649839130756e-07,-1.397995649839130756e-07
7.151151151151151453e+01,2.025737443494562091e-12,1.292117177605422393e-07,-1.292117177605422393e-07
7.159159159159159458e+01,1.825677118670546742e-12,1.194018201836430245e-07,-1.194018201836430245e-07
7.167167167167167463e+01,1.645044901862317003e-12,1.103145916350006994e-07,-1.103145916350006994e-07
7.175175175175175468e+01,1.481987388224219381e-12,1.018985356870552230e-07,-1.018985356870552230e-07
7.183183183183183473e+01,1.334824674579247022e-12,9.410569180296354338e-08,-9.410569180296354338e-08
7.191191191191191479e+01,1.202034441480750168e-12,8.689140254972373037e-08,-8.689140254972373037e-08
7.199199199199199484e+01,1.082237464474852101e-12,8.021409540998941701e-08,-8.021409540998941701e-08
7.207207207207207489e+01,9.741844291938888324e-13,7.403507832835739685e-08,-7.403507832835739685e-08
7.215215215215215494e+01,8.767439356343770376e-13,6.831834817556049073e-08,-6.831834817556049073e-08
7.223223223223223499e+01,7.888915868038234016e-13,6.303041135925126129e-08,-6.303041135925126129e-08
7.231231231231231504e+01,7.097000659316603824e-13,5.814011585303655474e-08,-5.814011585303655474e-08
7.239239239239239510e+01,6.383301146965252381e-13,5.361849395618965212e-08,-5.361849395618965212e-08
7.247247247247247515e+01,5.740223324864980387e-13,4.943861513516638425e-08,-4.943861513516638425e-08
7.255255255255255520e+01,5.160897236371471565e-13,4.557544833474123345e-08,-4.557544833474123345e-08
7.263263263263263525e+01,4.639109259360977599e-13,4.200573318136887511e-08,-4.200573318136887511e-08
7.271271271271271530e+01,4.169240594903387096e-13,3.870785953435379499e-08,-3.870785953435379499e-08
7.279279279279279535e+01,3.746211403675462697e-13,3.566175487164974928e-08,-3.566175487164974928e-08
7.287287287287287540e+01,3.365430082859980113e-13,3.284877902670325387e-08,-3.284877902670325387e-08
7.295295295295295546e+01,3.022747220763735789e-13,3.025162582077101638e-08,-3.025162582077101638e-08
7.303303303303303551e+01,2.714413807072853483e-13,2.785423116166325577e-08,-2.785423116166325577e-08
7.311311311311311556e+01,2.437043313863841679e-13,2.564168720495623641e-08,-2.564168720495623641e-08
7.319319319319319561e+01,2.187577296492136353e-13,2.360016219745182213e-08,-2.360016219745182213e-08
7.327327327327327566e+01,1.963254194555486496e-13,2.171682564510949317e-08,-2.171682564510949317e-08
7.335335335335335571e+01,1.761581041520857856e-13,1.997977846888801475e-08,-1.997977846888801475e-08
7.343343343343343577e+01,1.580307817537396450e-13,1.837798783198508932e-08,-1.837798783198508932e-08
7.351351351351351582e+01,1.417404203640469990e-13,1.690122634090365242e-08,-1.690122634090365242e-08
7.359359359359359587e+01,1.271038517173617620e-13,1.554001534065641557e-08,-1.554001534065641557e-08
7.367367367367367592e+01,1.139558627990479913e-13,1.428557204130877169e-08,-1.428557204130877169e-08
7.375375375375375597e+01,1.021474673008206020e-13,1.312976022899487624e-08,-1.312976022899487624e-08
7.383383383383383602e+01,9.154434031136387424e-14,1.206504432957687188e-08,-1.206504432957687188e-08
7.391391391391391608e+01,8.202540114094072277e-14,1.108444660729900230e-08,-1.108444660729900230e-08
7.399399399399399613e+01,7.348153054521260217e-14,1.018150729415846530e-08,-1.018150729415846530e-08
7.407407407407407618e+01,6.581440985924768909e-14,9.350247458318564641e-09,-9.350247458318564641e-09
7.415415415415415623e+01,5.893547068814403653e-14,8.585134431764983183e-09,-8.585134431764983183e-09
7.423423423423423628e+01,5.276494483530006156e-14,7.881049628593870714e-09,-7.881049628593870714e-09
7.431431431431431633e+01,4.723100509190289499e-14,7.233258595854795156e-09,-7.233258595854795156e-09
7.439439439439439639e+01,4.226898836961845960e-14,6.637383148789795739e-09,-6.637383148789795739e-09
7.447447447447447644e+01,3.782069344011219320e-14,6.089375451643430565e-09,-6.089375451643430565e-09
7.455455455455455649e+01,3.383374625658129483e-14,5.585493914000966080e-09,-5.585493914000966080e-09
7.463463463463463654e+01,3.026102648006335503e-14,5.122280780871496790e-09,-5.122280780871496790e-09
7.471471471471471659e+01,2.706014942253187613e-14,4.696541302498991210e-09,-4.696541302498991210e-09
7.479479479479479664e+01,2.419299815480118773e-14,4.305324377185499610e-09,-4.305324377185499610e-09
7.487487487487487670e+01,2.162530101474894304e-14,3.945904567270174194e-09,-3.945904567270174194e-09
7.495495495495495675e+01,1.932625019460205950e-14,3.615765394852953421e-09,-3.615765394852953421e-09
7.503503503503503680e+01,1.726815748894797569e-14,3.312583829904556232e-09,-3.312583829904556232e-09
7.511511511511511685e+01,1.542614365130229455e-14,3.034215889086324404e-09,-3.034215889086324404e-09
7.519519519519519690e+01,1.377785813976088497e-14,2.778683268937661092e-09,-2.778683268937661092e-09
7.527527527527527695e+01,1.230322633447840439e-14,2.544160942093079708e-09,-2.544160942093079708e-09
7.535535535535535701e+01,1.098422158416937891e-14,2.328965649885308856e-09,-2.328965649885308856e-09
7.543543543543543706e+01,9.804659688017034337e-15,2.131545229093370960e-09,-2.131545229093370960e-09
7.551551551551551711e+01,8.750013645567388697e-15,1.950468714721450600e-09,-1.950468714721450600e-09
7.559559559559559716e+01,7.807246712459351777e-15,1.784417164562432015e-09,-1.784417164562432015e-09
7.567567567567567721e+01,6.964661986080556711e-15,1.632175154923899455e-09,-1.632175154923899455e-09
7.575575575575575726e+01,6.211766914173584705e-15,1.492622900289059149e-09,-1.492622900289059149e-09
7.583583583583583732e+01,5.539151272616850274e-15,1.364728952863546436e-09,-1.364728952863546436e-09
7.591591591591591737e+01,4.938377297500523492e-15,1.247543440934753834e-09,-1.247543440934753834e-09
7.599599599599599742e+01,4.401880782518750343e-15,1.140191807754966229e-09,-1.140191807754966229e-09
7.607607607607607747e+01,3.922882066792298267e-15,1.041869015265078814e-09,-1.041869015265078814e-09
7.615615615615615752e+01,3.495305941602832371e-15,9.518341794124755506e-10,-9.518341794124755506e-10
7.623623623623623757e+01,3.113709598149623344e-15,8.694056060952239038e-10,-8.694056060952239038e-10
7.631631631631631763e+01,2.773217823227259275e-15,7.939561988949051528e-10,-7.939561988949051528e-10
7.639639639639639768e+01,2.469464726486241985e-15,7.249092117508196129e-10,-7.249092117508196129e-10
7.647647647647647773e+01,2.198541352419707546e-15,6.617343215880930574e-10,-6.617343215880930574e-10
7.655655655655655778e+01,1.956948593096615735e-15,6.039439976492376073e-10,-6.039439976492376073e-10
7.663663663663663783e+01,1.741554874546510863e-15,5.510901459004719490e-10,-5.510901459004719490e-10
7.671671671671671788e+01,1.549558141153819335e-15,5.027610083982058756e-10,-5.027610083982058756e-10
7.679679679679679793e+01,1.378451708948768329e-15,4.585782989139109855e-10,-4.585782989139109855e-10
7.687687687687687799e+01,1.225993600747112583e-15,4.181945574337366967e-10,-4.181945574337366967e-10
7.695695695695695804e+01,1.090179014112620107e-15,3.812907073786945129e-10,-3.812907073786945129e-10
7.703703703703703809e+01,9.692156074748380997e-16,3.475738005375619241e-10,-3.475738005375619241e-10
7.711711711711711814e+01,8.615013207755309856e-16,3.167749357732910824e-10,-3.167749357732910824e-10
7.719719719719719819e+01,7.656044750544367658e-16,2.886473385595472893e-10,-2.886473385595472893e-10
7.727727727727727824e+01,6.802459207031381562e-16,2.629645893318384649e-10,-2.629645893318384649e-10
7.735735735735735830e+01,6.042830269731705617e-16,2.395189895018415548e-10,-2.395189895018415548e-10
7.743743743743743835e+01,5.366953259558331546e-16,2.181200547882181156e-10,-2.181200547882181156e-10
7.751751751751751840e+01,4.765716428682516808e-16,1.985931262662628129e-10,-1.985931262662628129e-10
7.759759759759759845e+01,4.230985612763247074e-16,1.807780902358612628e-10,-1.807780902358612628e-10
7.767767767767767850e+01,3.755500870347015798e-16,1.645281986558047190e-10,-1.645281986558047190e-10
7.775775775775775855e+01,3.332783883850193601e-16,1.497089824957958642e-10,-1.497089824957958642e-10
7.783783783783783861e+01,2.957055019698172334e-16,1.361972509184437673e-10,-1.361972509184437673e-10
7.791791791791791866e+01,2.623159056204491485e-16,1.238801697250613954e-10,-1.238801697250613954e-10
7.799799799799799871e+01,2.326498687807785104e-16,1.126544129837462642e-10,-1.126544129837462642e-10
7.807807807807807876e+01,2.062975004405923998e-16,1.024253822085477924e-10,-1.024253822085477924e-10
7.815815815815815881e+01,1.828934225700734294e-16,9.310648787683322431e-11,-9.310648787683322431e-11
7.823823823823823886e+01,1.621120043563587183e-16,8.461848846040356604e-11,-8.461848846040356604e-11
7.831831831831831892e+01,1.436630991240050053e-16,7.688888250654274344e-11,-7.688888250654274344e-11
7.839839839839839897e+01,1.272882317445077546e-16,6.985134963988889824e-11,-6.985134963988889824e-11
7.847847847847847902e+01,1.127571896701491476e-16,6.344523666659794733e-11,-6.344523666659794733e-11
7.855855855855855907e+01,9.986497552290927122e-17,5.761508525036489197e-11,-5.761508525036489197e-11
7.863863863863863912e+01,8.842908348232170261e-17,5.231019789705602481e-11,-5.231019789705602481e-11
7.871871871871871917e+01,7.828706559488772172e-17,4.748423923241923574e-11,-4.748423923241923574e-11
7.879879879879879923e+01,6.929435761468541656e-17,4.309486978695635372e-11,-4.309486978695635372e-11
7.887887887887887928e+01,6.132233711913109107e-17,3.910340971480757978e-11,-3.910340971480757978e-11
7.895895895895895933e+01,5.425658946037820955e-17,3.547453007061515429e-11,-3.547453007061515429e-11
7.903903903903903938e+01,4.799535964329626001e-17,3.217596945089123900e-11,-3.217596945089123900e-11
7.911911911911911943e+01,4.244817049381060208e-17,2.917827397545594383e-11,-2.917827397545594383e-11
7.919919919919919948e+01,3.753458952245191688e-17,2.645455874098459364e-11,-2.645455874098459364e-11
7.927927927927927954e+01,3.318312872036786498e-17,2.398028902351341956e-11,-2.398028902351341956e-11
7.935935935935935959e+01,2.933026316985083076e-17,2.173307964072834044e-11,-2.173307964072834044e-11
7.943943943943943964e+01,2.591955582741060323e-17,1.969251100878620648e-11,-1.969251100878620648e-11
7.951951951951951969e+01,2.290087716165815460e-17,1.783996054301045768e-11,-1.783996054301045768e-11
7.959959959959959974e+01,2.022970951605182210e-17,1.615844815774154763e-11,-1.615844815774154763e-11
7.967967967967967979e+01,1.786652713172993540e-17,1.463249471853658870e-11,-1.463249471853658870e-11
7.975975975975975985e+01,1.577624372064178249e-17,1.324799239038233441e-11,-1.324799239038233441e-11
7.983983983983983990e+01,1.392772033519166680e-17,1.199208590915945100e-11,-1.199208590915945100e-11
7.991991991991991995e+01,1.229332704771992777e-17,1.085306388077665016e-11,-1.085306388077665016e-11
8.000000000000000000e+01,1.084855264042937784e-17,9.820259283654170350e-12,-9.820259283654170350e-12
